function_start,function_end,role,instruction_addr,word,opcode,disassembly,family,edge_test_status,test_evidence
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD0F4,0xC4400000,lwc1,"lwc1 $f0, 0x0($v0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD0F8,0xE4A00000,swc1,"swc1 $f0, 0x0($a1)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD118,0x7BB00050,lq,"lq $s0, 0x50($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD11C,0x7BB10040,lq,"lq $s1, 0x40($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD120,0x7BB20030,lq,"lq $s2, 0x30($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD124,0x7BB30020,lq,"lq $s3, 0x20($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCF90,0x003CD138,XA decoder direct caller,0x003CD128,0x7BB40010,lq,"lq $s4, 0x10($sp)",EE 128-bit memory,untested,No EE LQ/SQ alignment edge test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCA28,0xC48A0004,lwc1,"lwc1 $f10, 0x4($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCA2C,0xC48B0008,lwc1,"lwc1 $f11, 0x8($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCAB0,0xC48A0004,lwc1,"lwc1 $f10, 0x4($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCAB4,0xC48B0008,lwc1,"lwc1 $f11, 0x8($a0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCAD8,0xC5400000,lwc1,"lwc1 $f0, 0x0($t2)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCADC,0xC5410010,lwc1,"lwc1 $f1, 0x10($t2)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB00,0x448C1000,mtc1,"mtc1 $t4, $f2",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB04,0x448B1800,mtc1,"mtc1 $t3, $f3",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB08,0x468010A0,cvt.s.w,"cvt.s.w $f2, $f2",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB0C,0x468018E0,cvt.s.w,"cvt.s.w $f3, $f3",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB10,0x4480F800,mtc1,"mtc1 $zero, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB14,0x461F1018,adda.s,"adda.s $f2, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB18,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB1C,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB34,0xE50B0000,swc1,"swc1 $f11, 0x0($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB38,0x461F1818,adda.s,"adda.s $f3, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB3C,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB40,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB44,0x448C2000,mtc1,"mtc1 $t4, $f4",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB48,0x448B2800,mtc1,"mtc1 $t3, $f5",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB4C,0x46802120,cvt.s.w,"cvt.s.w $f4, $f4",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB50,0x46802960,cvt.s.w,"cvt.s.w $f5, $f5",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB54,0xE50A0004,swc1,"swc1 $f10, 0x4($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB58,0x461F2018,adda.s,"adda.s $f4, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB5C,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB60,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB78,0xE50B0008,swc1,"swc1 $f11, 0x8($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB7C,0x461F2818,adda.s,"adda.s $f5, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB80,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB84,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB88,0x448C1000,mtc1,"mtc1 $t4, $f2",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB8C,0x448B1800,mtc1,"mtc1 $t3, $f3",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB90,0x468010A0,cvt.s.w,"cvt.s.w $f2, $f2",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB94,0x468018E0,cvt.s.w,"cvt.s.w $f3, $f3",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB98,0xE50A000C,swc1,"swc1 $f10, 0xC($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCB9C,0x461F1018,adda.s,"adda.s $f2, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBA0,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBA4,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBBC,0xE50B0010,swc1,"swc1 $f11, 0x10($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBC0,0x461F1818,adda.s,"adda.s $f3, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBC4,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBC8,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBCC,0x448C2000,mtc1,"mtc1 $t4, $f4",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBD0,0x448B2800,mtc1,"mtc1 $t3, $f5",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBD4,0x46802120,cvt.s.w,"cvt.s.w $f4, $f4",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBD8,0x46802960,cvt.s.w,"cvt.s.w $f5, $f5",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBDC,0xE50A0014,swc1,"swc1 $f10, 0x14($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBE0,0x461F2018,adda.s,"adda.s $f4, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBE4,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCBE8,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC00,0xE50B0018,swc1,"swc1 $f11, 0x18($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC04,0x461F2818,adda.s,"adda.s $f5, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC08,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC0C,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC10,0x448C1000,mtc1,"mtc1 $t4, $f2",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC14,0x448B1800,mtc1,"mtc1 $t3, $f3",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC18,0x468010A0,cvt.s.w,"cvt.s.w $f2, $f2",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC1C,0x468018E0,cvt.s.w,"cvt.s.w $f3, $f3",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC20,0xE50A001C,swc1,"swc1 $f10, 0x1C($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC24,0x461F1018,adda.s,"adda.s $f2, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC28,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC2C,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC44,0xE50B0020,swc1,"swc1 $f11, 0x20($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC48,0x461F1818,adda.s,"adda.s $f3, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC4C,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC50,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC54,0x448C2000,mtc1,"mtc1 $t4, $f4",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC58,0x448B2800,mtc1,"mtc1 $t3, $f5",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC5C,0x46802120,cvt.s.w,"cvt.s.w $f4, $f4",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC60,0x46802960,cvt.s.w,"cvt.s.w $f5, $f5",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC64,0xE50A0024,swc1,"swc1 $f10, 0x24($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC68,0x461F2018,adda.s,"adda.s $f4, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC6C,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC70,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC88,0xE50B0028,swc1,"swc1 $f11, 0x28($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC8C,0x461F2818,adda.s,"adda.s $f5, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC90,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC94,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC98,0x448C1000,mtc1,"mtc1 $t4, $f2",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCC9C,0x448B1800,mtc1,"mtc1 $t3, $f3",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCA0,0x468010A0,cvt.s.w,"cvt.s.w $f2, $f2",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCA4,0x468018E0,cvt.s.w,"cvt.s.w $f3, $f3",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCA8,0xE50A002C,swc1,"swc1 $f10, 0x2C($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCAC,0x461F1018,adda.s,"adda.s $f2, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCB0,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCB4,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCCC,0xE50B0030,swc1,"swc1 $f11, 0x30($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCD0,0x461F1818,adda.s,"adda.s $f3, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCD4,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCD8,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCDC,0x448C2000,mtc1,"mtc1 $t4, $f4",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCE0,0x448B2800,mtc1,"mtc1 $t3, $f5",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCE4,0x46802120,cvt.s.w,"cvt.s.w $f4, $f4",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCE8,0x46802960,cvt.s.w,"cvt.s.w $f5, $f5",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCEC,0xE50A0034,swc1,"swc1 $f10, 0x34($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCF0,0x461F2018,adda.s,"adda.s $f4, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCF4,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCCF8,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD10,0xE50B0038,swc1,"swc1 $f11, 0x38($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD14,0x461F2818,adda.s,"adda.s $f5, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD18,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD1C,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD20,0x448C1000,mtc1,"mtc1 $t4, $f2",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD24,0x448B1800,mtc1,"mtc1 $t3, $f3",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD28,0x468010A0,cvt.s.w,"cvt.s.w $f2, $f2",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD2C,0x468018E0,cvt.s.w,"cvt.s.w $f3, $f3",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD30,0xE50A003C,swc1,"swc1 $f10, 0x3C($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD34,0x461F1018,adda.s,"adda.s $f2, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD38,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD3C,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD54,0xE50B0040,swc1,"swc1 $f11, 0x40($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD58,0x461F1818,adda.s,"adda.s $f3, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD5C,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD60,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD64,0x448C2000,mtc1,"mtc1 $t4, $f4",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD68,0x448B2800,mtc1,"mtc1 $t3, $f5",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD6C,0x46802120,cvt.s.w,"cvt.s.w $f4, $f4",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD70,0x46802960,cvt.s.w,"cvt.s.w $f5, $f5",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD74,0xE50A0044,swc1,"swc1 $f10, 0x44($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD78,0x461F2018,adda.s,"adda.s $f4, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD7C,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD80,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD98,0xE50B0048,swc1,"swc1 $f11, 0x48($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCD9C,0x461F2818,adda.s,"adda.s $f5, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDA0,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDA4,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDA8,0x448C1000,mtc1,"mtc1 $t4, $f2",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDAC,0x448B1800,mtc1,"mtc1 $t3, $f3",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDB0,0x468010A0,cvt.s.w,"cvt.s.w $f2, $f2",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDB4,0x468018E0,cvt.s.w,"cvt.s.w $f3, $f3",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDB8,0xE50A004C,swc1,"swc1 $f10, 0x4C($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDBC,0x461F1018,adda.s,"adda.s $f2, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDC0,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDC4,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDDC,0xE50B0050,swc1,"swc1 $f11, 0x50($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDE0,0x461F1818,adda.s,"adda.s $f3, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDE4,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDE8,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDEC,0x448C2000,mtc1,"mtc1 $t4, $f4",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDF0,0x448B2800,mtc1,"mtc1 $t3, $f5",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDF4,0x46802120,cvt.s.w,"cvt.s.w $f4, $f4",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDF8,0x46802960,cvt.s.w,"cvt.s.w $f5, $f5",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCDFC,0xE50A0054,swc1,"swc1 $f10, 0x54($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE00,0x461F2018,adda.s,"adda.s $f4, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE04,0x4600501E,madda.s,"madda.s $f10, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE08,0x46015ADC,madd.s,"madd.s $f11, $f11, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE20,0xE50B0058,swc1,"swc1 $f11, 0x58($t0)",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE24,0x461F2818,adda.s,"adda.s $f5, $f31",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE28,0x4600581E,madda.s,"madda.s $f11, $f0",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE2C,0x4601529C,madd.s,"madd.s $f10, $f10, $f1",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE30,0x448C1000,mtc1,"mtc1 $t4, $f2",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE34,0x448B1800,mtc1,"mtc1 $t3, $f3",COP1,untested,No matching PCSX2 edge-input semantics test found
0x003CCA08,0x003CCEF0,XA decoder,0x003CCE38,0x468010A0,cvt.s.w,"cvt.s.w $f2, $f2",COP1,tested,ps2_fpu_cop2_audit_tests.cpp
