Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 600515
Event count: 451006521975

Overhead  Command          Symbol
0.01%     GsWorker         libvulkan_freedreno.so[+aed258]
0.01%     GsWorker         libvulkan_freedreno.so[+b76e78]
0.01%     GsWorker         libvulkan_freedreno.so[+bb60c0]
0.01%     GsWorker         libvulkan_freedreno.so[+a96c94]
0.01%     GsWorker         libvulkan_freedreno.so[+afe1e8]
0.01%     GsWorker         libvulkan_freedreno.so[+bd1b08]
0.01%     GsWorker         libvulkan_freedreno.so[+ab8470]
0.01%     GameThread       VU1RecompImage<11917748289753363281ul>::f0a00(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+afb17c]
0.01%     GsWorker         libvulkan_freedreno.so[+b488e4]
0.01%     GsWorker         libvulkan_freedreno.so[+bb5d18]
0.01%     GsWorker         libvulkan_freedreno.so[+aed16c]
0.01%     GsWorker         libvulkan_freedreno.so[+b4101c]
0.01%     GsWorker         libvulkan_freedreno.so[+c38f64]
0.01%     GsWorker         libvulkan_freedreno.so[+c650ac]
0.01%     GsWorker         libvulkan_freedreno.so[+c1f2c4]
0.01%     GameThread       sub_002BCBD0_0x2bcbd0(unsigned char*, R5900Context*, PS2Runtime*)
0.01%     GsWorker         libvulkan_freedreno.so[+b7f73c]
0.01%     GsWorker         libvulkan_freedreno.so[+c60698]
0.01%     GsWorker         libvulkan_freedreno.so[+ae6324]
0.01%     GsWorker         libvulkan_freedreno.so[+aa0e30]
0.01%     GsWorker         libvulkan_freedreno.so[+b48c3c]
0.01%     GsWorker         libvulkan_freedreno.so[+b7a7fc]
0.01%     GsWorker         libvulkan_freedreno.so[+c27a3c]
0.01%     GsWorker         libvulkan_freedreno.so[+c2899c]
0.01%     GsWorker         libvulkan_freedreno.so[+ae6780]
0.01%     GsWorker         libvulkan_freedreno.so[+ab063c]
0.01%     GameThread       VU1RecompImage<11917748289753363281ul>::f0560(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GameThread       VU1RecompImage<17692172933381506641ul>::f0ac0(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+c1c1f8]
0.01%     GsWorker         libvulkan_freedreno.so[+ab06b4]
0.01%     GsWorker         libvulkan_freedreno.so[+aed220]
0.01%     GsWorker         libvulkan_freedreno.so[+b41020]
0.01%     GsWorker         libvulkan_freedreno.so[+c38bf0]
0.01%     GsWorker         libvulkan_freedreno.so[+b482cc]
0.01%     GsWorker         libvulkan_freedreno.so[+c417a0]
0.01%     GameThread       VU1RecompImage<11917748289753363281ul>::f0530(VU1Interpreter&, VU1Interpreter::RunContext&)
0.01%     GsWorker         libvulkan_freedreno.so[+c17530]
0.01%     GsWorker         libvulkan_freedreno.so[+ab84ec]
0.01%     GsWorker         libvulkan_freedreno.so[+c416dc]
0.01%     GsWorker         libvulkan_freedreno.so[+c6063c]
0.01%     GsWorker         libvulkan_freedreno.so[+c17444]
0.01%     GsWorker         libvulkan_freedreno.so[+c631bc]
0.01%     GsWorker         libvulkan_freedreno.so[+c65b3c]
